author,title,language,subject,category,ebookNo,releaseDate,copyrightStatus,downloadNum,price
,"
Balder the Beautiful, Volume I.,A Study in Magic and Religion: the Golden Bough, Part VII., The,Fire-Festivals of Europe and the Doctrine of the External Soul
",,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
"
,Williamson, Robert Wood, 1856-1932",,,,,,,,,
,,,,,,,,,
,"
The Mafulu: Mountain People of British New Guinea
",,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
"
,Semple, Ellen Churchill, 1863-1932",,,,,,,,,
,"
Influences of Geographic Environment,On the Basis of Ratzel's System of Anthropo-Geography
",,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
"
,Cole, Fay-Cooper, 1881-1961",,,,,,,,,
,,,,,,,,,
,"
The Wild Tribes of Davao District, Mindanao,The R. F. Cummings Philippine Expedition
",,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
"
,Gulick, Sidney Lewis, 1860-1945",,,,,,,,,
,"
Evolution Of The Japanese, Social And Psychic
",,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
"
,Harrison, Jane Ellen, 1850-1928",,,,,,,,,
,"
Ancient Art and Ritual
",,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
"
,Wollaston, A. F. R. (Alexander Frederick Richmond), 1875-1930",,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,"
Pygmies & Papuans: The Stone Age To-day in Dutch New Guinea
",,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
"
,Marett, R. R. (Robert Ranulph), 1866-1943",,,,,,,,,
,"
Anthropology
",,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
"
,Haeckel, Ernst, 1834-1919",,,,,,,,,
,"
The Evolution of Man
",,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
"
,Allen, Glover M. (Glover Morrill), 1879-1942",,,,,,,,,
"
,Tozzer, Alfred M. (Alfred Marston), 1877-1954",,,,,,,,,
,,,,,,,,,
,"
Animal Figures in the Maya Codices
",,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
"
,Curtis, Edward S., 1868-1952",,,,,,,,,
,"
The North American Indian, Vol. 1
",,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
"
,Allen, Emory Adams, 1853-",,,,,,,,,
,"
The Prehistoric World; Or, Vanished Races
",,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
"
,Nieuwenhuis, Anton Willem, 1864-1953",,,,,,,,,
,,,,,,,,,
,"
Quer Durch Borneo,Ergebnisse seiner Reisen in den Jahren 1894, 1896-97 und 1898-1900; Erster Teil
",,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
"
,Various",,,,,,,,,
,"
The Journal of Negro History, Volume 1, January 1916
",,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
"
,Cole, Fay-Cooper, 1881-1961",,,,,,,,,
,"
Traditions of the Tinguian: a Study in Philippine Folk-Lore
",,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
"
,Frazer, James George, 1854-1941",,,,,,,,,
,"
The Golden Bough: A Study of Magic and Religion
",,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
"
,Thomas, Cyrus, 1825-1910",,,,,,,,,
,"
The Problem of the Ohio Mounds
",,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
"
,Mason, Otis Tufton, 1838-1908",,,,,,,,,
,"
Throwing-sticks in the National Museum,Third Annual Report of the Bureau of Ethnology to the Secretary of the Smithsonian Institution, 1883-'84, Government Printing Office, Washington, 1890, pages 279-289
",,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
"
,Mindeleff, Cosmos, 1863-",,,,,,,,,
,"
The Cliff Ruins of Canyon de Chelly, Arizona,Sixteenth Annual Report of the Bureau of Ethnology to the Secretary of the Smithsonian Institution, 1894-95, Government Printing Office, Washington, 1897, pages 73-198
",,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
"
,Stevenson, James, 1840-1888",,,,,,,,,
,"
Illustrated Catalogue of the Collections Obtained from the Pueblos of Zuñi, New Mexico, and Wolpi, Arizona, in 1881,Third Annual Report of the Bureau of Ethnology to the Secretary of the Smithsonian Institution, 1881-82, Government Printing Office, Washington, 1884, pages 511-594
",,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
"
,Yarrow, H. C. (Harry Crécy), 1840-1929",,,,,,,,,
,"
An Introduction to the mortuary customs of the North American Indians
",,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
"
,Cushing, Frank Hamilton, 1857-1900",,,,,,,,,
,"
A Study of Pueblo Pottery as Illustrative of Zuñi Culture Growth.,Fourth Annual Report of the Bureau of Ethnology to the Secretary of the Smithsonian Institution, 1882-83, Government Printing Office, Washington, 1886, pages 467-522
",,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
"
,Murray, Margaret Alice, 1863-1963",,,,,,,,,
,,,,,,,,,
,"
The Witch-cult in Western Europe: A Study in Anthropology
",,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
"
,Mindeleff, Cosmos, 1863-",,,,,,,,,
,"
Navaho Houses,Seventeenth Annual Report of the Bureau of Ethnology to the Secretary of the Smithsonian Institution, 1895-1896, Government Printing Office, Washington, 1898, pages 469-518
",,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
"
,Dorsey, James Owen, 1848-1895",,,,,,,,,
,"
Omaha Dwellings, Furniture and Implements,Thirteenth Annual Report of the Beaurau of American Ethnology to the Secretary of the Smithsonian Institution 1891-1892, Government Printing Office, Washington, 1896, pages 263-288
",,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
"
,British Museum",,,,,,,,,
,,,,,,,,,
,"
How to Observe in Archaeology,Suggestions for Travellers in the Near and Middle East
",,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
"
,Bryce, George, 1844-1931",,,,,,,,,
,"
The Mound Builders
",,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
"
,Holmes, William Henry, 1846-1933",,,,,,,,,
,"
Origin and Development of Form and Ornament in Ceramic Art.,Fourth Annual Report of the Bureau of Ethnology to the Secretary of the Smithsonian Institution, 1882-1883, Government Printing Office, Washington, 1886, pages 437-466.
",,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
"
,Maspero, G. (Gaston), 1846-1916",,,,,,,,,
,"
L'archéologie égyptienne
",,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
"
,Fewkes, Jesse Walter, 1850-1930",,,,,,,,,
,"
Archeological Expedition to Arizona in 1895,Seventeenth Annual Report of the Bureau of American Ethnology to the Secretary of the Smithsonian Institution, 1895-1896, Government Printing Office, Washington, 1898, pages 519-744
",,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
"
,Various",,,,,,,,,
,"
The American Journal of Archaeology, 1893-1
",,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
"
,Haverfield, F. (Francis), 1860-1919",,,,,,,,,
,,,,,,,,,
,"
Roman Britain in 1914
",,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
"
,Henshaw, Henry W. (Henry Wetherbee), 1850-1930",,,,,,,,,
,"
Animal Carvings from Mounds of the Mississippi Valley,Second Annual Report of the Bureau of Ethnology to the Secretary of the Smithsonian Institution, 1880-81, Government Printing Office, Washington, 1883, pages 117-166
",,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
"
,Mindeleff, Cosmos, 1863-",,,,,,,,,
"
,Mindeleff, Victor, 1860-1948",,,,,,,,,
,,,,,,,,,
,"
A Study of Pueblo Architecture: Tusayan and Cibola,Eighth Annual Report of the Bureau of Ethnology to the Secretary of the Smithsonian Institution, 1886-1887, Government Printing Office, Washington, 1891, pages 3-228
",,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
"
,Holmes, William Henry, 1846-1933",,,,,,,,,
,"
Prehistoric Textile Art of Eastern United States,Thirteenth Annual Report of the Beaurau of American Ethnology to the Secretary of the Smithsonian Institution 1891-1892, Government Printing Office, Washington, 1896, pages 3-46
",,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
"
,Ragozin, Zénaïde A. (Zénaïde Alexeïevna), 1835-1924",,,,,,,,,
,"
Chaldea: From the Earliest Times to the Rise of Assyria
",,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
"
,Fowke, Gerard, 1855-1933",,,,,,,,,
,"
Archeological Investigations,Bureau of American Ethnology, Bulletin 76
",,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
"
,Maspero, G. (Gaston), 1846-1916",,,,,,,,,
,,,,,,,,,
,"
Manual of Egyptian Archaeology and Guide to the Study of Antiquities in Egypt
",,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
"
,Nicholls, H. G. (Henry George), 1825-1867",,,,,,,,,
,"
The Forest of Dean: An Historical and Descriptive Account
",,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
"
,Lanciani, Rodolfo Amedeo, 1847-1929",,,,,,,,,
,"
Pagan and Christian Rome
",,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
"
,Hall, H. R. (Harry Reginald), 1873-1930",,,,,,,,,
"
,King, L. W. (Leonard William), 1869-1919",,,,,,,,,
,,,,,,,,,
,"
History of Egypt, Chaldea, Syria, Babylonia, and Assyria in the Light of Recent Discovery
",,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
"
,Sweeting, W. D. (Walter Debenham), 1839-1913",,,,,,,,,
,"
The Cathedral Church of Peterborough,A Description Of Its Fabric And A Brief History Of The Episcopal See
",,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
"
,Phillips, George S. (George Searle), 1815-1889",,,,,,,,,
,"
A Guide to Peterborough Cathedral,Comprising a brief history of the monastery from its foundation to the present time, with a descriptive account of its architectural peculiarities and recent improvements; compiled from the works of Gunton, Britton, and original & authentic documents
",,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
"
,Rose, Elise Whitlock",,,,,,,,,
,,,,,,,,,
,"
Cathedrals and Cloisters of the South of France, Volume 1
",,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
"
,Worley, George",,,,,,,,,
,,,,,,,,,
,"
Bell's Cathedrals: Southwark Cathedral,Formerly the Collegiate Church of St. Saviour, Otherwise St. Mary Overie. A Short History and Description of the Fabric, with Some Account of the College and the See
",,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
"
,White, Gleeson, 1851-1898",,,,,,,,,
,"
Bell's Cathedrals: The Cathedral Church of Salisbury,A Description of its Fabric and a Brief History of the See of Sarum
",,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
"
,Massé, H. J. L. J. (Henri Jean Louis Joseph), 1860-",,,,,,,,,
,"
Bell's Cathedrals: The Abbey Church of Tewkesbury,with some Account of the Priory Church of Deerhurst Gloucestershire
",,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
"
,Withers, Hartley, 1867-1950",,,,,,,,,
,"
The Cathedral Church of Canterbury [2nd ed.],A Description of Its Fabric and a Brief History of the Archiepiscopal See
",,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
"
,Sergeant, Philip Walsingham, 1872-1952",,,,,,,,,
,"
Bell's Cathedrals: The Cathedral Church of Winchester,A Description of Its Fabric and a Brief History of the Episcopal See
",,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
"
,Bygate, Joseph E.",,,,,,,,,
,"
Bell's Cathedrals: The Cathedral Church of Durham,A Description of Its Fabric and A Brief History of the Espiscopal See
",,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
"
,Atticus, 1836?-1912",,,,,,,,,
,"
Our Churches and Chapels: Their Parsons, Priests, & Congregations,Being a Critical and Historical Account of Every Place of Worship in Preston
",,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
"
,Bragdon, Claude Fayette, 1866-1946",,,,,,,,,
,"
Architecture and Democracy
",,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
"
,Anonymous",,,,,,,,,
,"
Historical Sketch of the Cathedral of Strasburg
",,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
"
,Various",,,,,,,,,
,"
The Brochure Series of Architectural Illustration, Vol. 01, No. 11, November, 1895,The Country Houses of Normandy
",,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
"
,Eley, C. King",,,,,,,,,
,"
Bell's Cathedrals: The Cathedral Church of Carlisle,A Description of Its Fabric and A Brief History of the Episcopal See
",,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
"
,Bragdon, Claude Fayette, 1866-1946",,,,,,,,,
,"
The Beautiful Necessity,Seven Essays on Theosophy and Architecture
",,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
"
,Perkins, Thomas, Rev., 1842-1907",,,,,,,,,
,"
Bell's Cathedrals: The Cathedral Church of Saint Albans,With an Account of the Fabric & a Short History of the Abbey
",,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
"
,Adams, Joseph Quincy, 1881-1946",,,,,,,,,
,,,,,,,,,
,"
Shakespearean Playhouses,A History of English Theatres from the Beginnings to the Restoration
",,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
"
,Bloxam, Matthew Holbeche, 1805-1888",,,,,,,,,
,"
The Principles of Gothic Ecclesiastical Architecture, Elucidated by Question and Answer, 4th ed.
",,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
"
,Glazier, Richard, 1851-1918",,,,,,,,,
,"
A Manual of Historic Ornament,Treating upon the evolution, tradition, and development of architecture and other applied arts. Prepared for the use of students and craftsmen
",,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
"
,Ruskin, John, 1819-1900",,,,,,,,,
,"
The Poetry of Architecture,Or, the Architecture of the Nations of Europe Considered in its Association with Natural Scenery and National Character
",,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
